0.035,-85,98.12,0.557,-84.42,321.81,1.744
0.052,-80,103.65,0.586,-79.49,324.88,1.73
0.076,-75,109.22,0.614,-74.55,328,1.717
0.108,-70,114.85,0.642,-69.61,331.15,1.706
0.15,-65,120.53,0.67,-64.66,334.32,1.696
0.205,-60,126.27,0.697,-59.71,337.52,1.687
0.277,-55,132.06,0.724,-54.75,340.74,1.68
0.367,-50,137.91,0.75,-49.79,343.97,1.673
0.48,-45,143.81,0.776,-44.82,347.21,1.668
0.619,-40,149.78,0.802,-39.85,350.45,1.663
0.789,-35,155.82,0.828,-34.87,353.7,1.659
0.994,-30,161.91,0.853,-29.9,356.93,1.655
1.013,-29.58,162.43,0.855,-29.48,357.2,1.655
1.239,-25,168.08,0.878,-24.92,360.15,1.652
1.529,-20,174.32,0.903,-19.93,363.36,1.65
1.869,-15,180.62,0.927,-14.95,366.54,1.648
2.266,-10,187,0.952,-9.96,369.7,1.646
2.724,-5,193.46,0.976,-4.97,372.82,1.645
3.251,0,200,1,0.02,375.89,1.644
3.851,5,206.62,1.024,5.01,378.93,1.643
4.533,10,213.33,1.048,10.01,381.9,1.643
5.303,15,220.13,1.071,15,384.81,1.643
6.168,20,227.03,1.095,20,387.64,1.642
7.135,25,234.03,1.118,25,390.38,1.642
8.211,30,241.14,1.141,30,393.02,1.642
9.405,35,248.37,1.165,35,395.55,1.642
10.725,40,255.73,1.188,40,397.93,1.642
12.178,45,263.24,1.211,45,400.15,1.642
13.775,50,270.9,1.235,50.01,402.19,1.641
15.524,55,278.75,1.258,55.01,404,1.64
17.435,60,286.81,1.282,60.01,405.53,1.638
19.519,65,295.14,1.306,65.01,406.72,1.636
21.788,70,303.78,1.331,70.01,407.47,1.633
24.256,75,312.84,1.356,75.02,407.64,1.629
26.939,80,322.46,1.383,80.02,406.97,1.622
29.856,85,332.98,1.411,85.02,404.97,1.612
33.037,90,345.27,1.444,90.01,400.31,1.596
