0.021,-100,75.183,0.435,-92.79,325.12,1.849
0.033,-95,81.316,0.469,-87.86,328.03,1.828
0.051,-90,87.41,0.503,-82.93,330.97,1.808
0.076,-85,93.479,0.536,-78,333.92,1.791
0.11,-80,99.537,0.568,-73.08,336.89,1.775
0.157,-75,105.59,0.599,-68.16,339.87,1.761
0.219,-70,111.65,0.629,-63.25,342.85,1.749
0.299,-65,117.72,0.658,-58.33,345.83,1.737
0.401,-60,123.81,0.687,-53.42,348.81,1.727
0.531,-55,129.93,0.715,-48.51,351.77,1.718
0.692,-50,136.07,0.743,-43.6,354.72,1.709
0.889,-45,142.24,0.771,-38.69,357.64,1.702
1.013,-42.31,145.58,0.785,-36.05,359.21,1.698
1.129,-40,148.45,0.797,-33.79,360.54,1.695
1.418,-35,154.7,0.824,-28.89,363.41,1.689
1.761,-30,161,0.85,-23.99,366.24,1.684
2.165,-25,167.35,0.876,-19.1,369.02,1.679
2.637,-20,173.75,0.901,-14.21,371.75,1.674
3.185,-15,180.21,0.926,-9.32,374.43,1.67
3.816,-10,186.73,0.951,-4.44,377.05,1.667
4.537,-5,193.33,0.976,0.44,379.59,1.663
5.358,0,200,1,5.32,382.05,1.66
6.285,5,206.75,1.024,10.19,384.42,1.657
7.329,10,213.6,1.048,15.05,386.69,1.654
8.496,15,220.54,1.072,19.91,388.85,1.651
9.797,20,227.6,1.096,24.76,390.87,1.649
11.241,25,234.77,1.12,29.61,392.73,1.646
12.837,30,242.08,1.144,34.44,394.42,1.643
14.594,35,249.55,1.168,39.26,395.91,1.64
16.524,40,257.18,1.192,44.08,397.15,1.636
18.637,45,265.02,1.216,48.87,398.12,1.632
20.944,50,273.09,1.241,53.65,398.75,1.627
23.456,55,281.45,1.266,58.41,398.96,1.622
26.186,60,290.18,1.291,63.14,398.62,1.615
29.148,65,299.39,1.318,67.84,397.55,1.607
32.355,70,309.31,1.346,72.49,395.4,1.596
35.82,75,320.42,1.377,77.04,391.45,1.58
39.535,80,334.26,1.415,81.41,383.47,1.554
